Pressure(hPa),O3PartialPressure(mPa),Temperature(C),GPHeight(m)
9.83,6.975,-46.1,30982
9.83,6.975,-46.1,30989
9.82,6.98,-46.1,31002
9.81,6.977,-46.1,31003
9.8,6.976,-46.2,31010
9.79,6.958,-46.2,31014
9.79,6.941,-46.2,31025
9.78,6.928,-46.2,31021
9.77,6.922,-46.2,31039
9.76,6.921,-46.2,31035
9.75,6.921,-46.2,31044
9.74,6.922,-46.2,31052
9.73,6.921,-46.2,31059
9.72,6.918,-46.2,31067
9.71,6.897,-46.1,31075
9.71,6.886,-46.1,31071
9.7,6.878,-46.1,31079
9.69,6.866,-46.1,31088
9.68,6.857,-46.1,31096
9.67,6.849,-46.1,31105
9.66,6.84,-46.1,31109
9.65,6.83,-46,31108
9.65,6.805,-46,31122
9.64,6.773,-46,31121
9.63,6.756,-46,31120
9.62,6.742,-45.9,31127
9.62,6.727,-45.9,31139
9.61,6.731,-45.9,31149
9.6,6.734,-45.8,31151
9.59,6.726,-45.8,31161
9.59,6.711,-45.7,31156
9.58,6.698,-45.7,31158
9.57,6.674,-45.7,31167
9.56,6.645,-45.7,31173
9.56,6.613,-45.7,31185
9.55,6.614,-45.7,31183
9.54,6.604,-45.7,31193
9.53,6.584,-45.7,31187
9.52,6.578,-45.7,31203
9.51,6.571,-45.7,31212
9.51,6.566,-45.7,31217
9.5,6.566,-45.6,31221
9.49,6.566,-45.6,31225
9.48,6.567,-45.6,31229
9.47,6.568,-45.6,31237
9.47,6.574,-45.6,31244
9.46,6.584,-45.5,31242
9.45,6.587,-45.5,31252
9.44,6.597,-45.5,31264
9.43,6.606,-45.5,31268
9.42,6.638,-45.5,31281
9.41,6.705,-45.5,31287
9.4,6.691,-45.5,31286
9.4,6.63,-45.5,31290
9.39,6.631,-45.5,31295
9.38,6.631,-45.4,31302
9.37,6.631,-45.4,31307
9.37,6.632,-45.4,31317
9.36,6.621,-45.3,31320
9.35,6.552,-45.3,31329
9.34,6.549,-45.2,31334
9.34,6.544,-45.2,31324
9.33,6.544,-45.2,31333
9.32,6.545,-45.2,31342
9.31,6.547,-45.1,31351
9.3,6.548,-45.1,31361
9.29,6.55,-45.1,31370
9.28,6.551,-45.1,31379
9.27,6.552,-45.1,31377
9.26,6.552,-45.1,31387
9.26,6.551,-45.2,31394
9.25,6.548,-45.2,31401
9.24,6.531,-45.3,31399
9.23,6.514,-45.3,31408
9.22,6.512,-45.4,31411
9.22,6.512,-45.5,31425
9.21,6.513,-45.5,31435
9.2,6.507,-45.6,31434
9.19,6.507,-45.7,31429
9.18,6.507,-45.7,31447
9.17,6.507,-45.8,31454
9.16,6.448,-45.8,31468
9.15,6.437,-45.9,31468
9.14,6.433,-45.9,31472
9.13,6.412,-45.9,31488
9.12,6.405,-45.9,31491
9.12,6.384,-46,31493
9.11,6.369,-46,31498
9.1,6.327,-46,31507
9.09,6.311,-46,31506
9.08,6.3,-46,31513
9.07,6.289,-46,31533
9.06,6.279,-46,31537
9.05,6.283,-46,31545
9.05,6.294,-46,31547
9.04,6.301,-46,31544
9.03,6.308,-46,31551
9.02,6.306,-46,31563
9.02,6.304,-46.1,31564
9.01,6.308,-46.1,31576
9,6.31,-46.1,31578
9,6.311,-46.1,31582
8.99,6.311,-46.1,31587
8.98,6.312,-46.1,31591
8.97,6.313,-46,31596
8.97,6.313,-46,31606
8.96,6.313,-45.9,31606
8.95,6.313,-45.9,31613
8.94,6.315,-45.8,31615
8.93,6.314,-45.7,31628
8.93,6.322,-45.6,31644
8.92,6.323,-45.6,31637
8.91,6.31,-45.5,31640
8.9,6.317,-45.4,31651
8.89,6.333,-45.4,31659
8.89,6.333,-45.3,31666
8.88,6.334,-45.2,31673
8.87,6.334,-45.2,31681
8.86,6.334,-45.2,31682
8.86,6.336,-45.1,31677
8.85,6.337,-45.1,31684
8.84,6.321,-45.1,31695
8.84,6.297,-45.1,31700
8.83,6.3,-45.1,31711
8.82,6.301,-45.1,31710
8.81,6.301,-45.1,31720
8.81,6.294,-45,31726
8.8,6.278,-45,31731
8.79,6.278,-45,31736
8.78,6.278,-45,31741
8.78,6.278,-45,31746
8.77,6.278,-44.9,31759
8.76,6.278,-44.9,31758
8.75,6.278,-44.8,31760
8.75,6.276,-44.8,31767
8.74,6.267,-44.7,31781
8.73,6.262,-44.6,31788
8.72,6.261,-44.6,31781
8.72,6.256,-44.5,31790
8.71,6.256,-44.5,31793
8.7,6.258,-44.4,31806
8.7,6.263,-44.4,31798
8.69,6.255,-44.4,31809
8.68,6.188,-44.4,31825
8.67,6.113,-44.4,31826
8.66,6.103,-44.4,31839
8.65,6.205,-44.4,31842
8.64,6.226,-44.4,31843
8.64,6.202,-44.4,31850
8.63,6.198,-44.4,31866
8.62,6.199,-44.5,31873
8.61,6.199,-44.5,31873
8.6,6.199,-44.5,31881
8.59,6.2,-44.5,31894
8.59,6.2,-44.6,31891
8.58,6.18,-44.6,31890
8.57,6.119,-44.6,31900
8.56,6.108,-44.6,31912
8.56,6.107,-44.7,31925
8.55,6.107,-44.7,31924
8.54,6.097,-44.7,31924
8.54,6.088,-44.7,31933
8.53,6.073,-44.8,31936
8.52,6.067,-44.8,31943
8.51,6.039,-44.9,31948
8.51,6.03,-44.9,31954
8.5,6.029,-44.9,31961
8.49,6.029,-45,31967
8.48,6.029,-45,31973
8.48,6.029,-45,31980
8.47,6.028,-45.1,31991
8.46,6.029,-45.1,31991
8.45,6.029,-45.1,31995
8.45,6.029,-45.1,31993
8.44,6.024,-45.1,32003
8.43,6.026,-45.1,32020
8.42,6.031,-45.1,32027
8.41,6.025,-45.1,32031
8.4,6.023,-45.1,32040
8.39,5.979,-45.1,32042
8.38,5.938,-45.1,32058
8.38,5.898,-45,32063
8.37,5.882,-45,32067
8.36,5.88,-45,32072
8.35,5.877,-45,32077
8.35,5.875,-44.9,32081
8.34,5.873,-44.9,32086
8.33,5.87,-44.9,32091
8.33,5.868,-44.9,32095
8.32,5.866,-44.9,32100
8.31,5.863,-44.8,32105
8.3,5.861,-44.8,32113
8.29,5.86,-44.8,32132
8.29,5.843,-44.8,32140
8.28,5.806,-44.8,32137
8.27,5.784,-44.8,32145
8.26,5.783,-44.8,32150
8.26,5.783,-44.9,32150
8.25,5.783,-44.9,32156
8.24,5.778,-44.9,32167
8.24,5.751,-44.9,32168
8.23,5.702,-45,32173
8.22,5.669,-45,32180
8.22,5.654,-45.1,32193
8.21,5.638,-45.1,32194
8.2,5.629,-45.2,32196
8.19,5.619,-45.2,32207
8.19,5.612,-45.3,32208
8.18,5.609,-45.3,32221
8.17,5.598,-45.4,32222
8.16,5.584,-45.4,32226
8.15,5.584,-45.5,32253
8.14,5.589,-45.6,32258
8.14,5.598,-45.6,32251
8.13,5.598,-45.7,32256
8.12,5.599,-45.7,32262
8.12,5.602,-45.8,32267
8.11,5.604,-45.8,32273
8.11,5.607,-45.8,32278
8.1,5.609,-45.9,32283
8.09,5.618,-45.9,32281
8.09,5.646,-45.9,32292
8.08,5.647,-45.9,32295
8.07,5.646,-45.9,32303
8.06,5.637,-45.9,32314
8.05,5.612,-45.9,32331
8.05,5.61,-45.9,32326
8.04,5.601,-45.9,32338
8.03,5.601,-45.8,32341
8.03,5.601,-45.8,32338
8.02,5.601,-45.8,32344
8.01,5.601,-45.8,32356
8.01,5.601,-45.7,32368
8,5.605,-45.7,32365
7.99,5.625,-45.6,32363
7.99,5.626,-45.6,32371
7.98,5.626,-45.6,32388
7.97,5.623,-45.5,32384
7.96,5.57,-45.5,32393
7.96,5.536,-45.5,32405
7.95,5.52,-45.5,32407
7.94,5.466,-45.5,32409
7.93,5.467,-45.4,32424
7.93,5.508,-45.4,32428
7.92,5.513,-45.4,32420
7.91,5.489,-45.4,32445
7.9,5.439,-45.4,32442
7.9,5.454,-45.4,32454
7.89,5.483,-45.4,32458
7.88,5.511,-45.4,32464
7.88,5.58,-45.4,32473
7.87,5.588,-45.4,32476
7.86,5.498,-45.4,32477
7.85,5.461,-45.4,32485
7.85,5.449,-45.4,32493
7.84,5.457,-45.4,32507
7.83,5.499,-45.5,32502
7.83,5.457,-45.5,32511
7.82,5.442,-45.5,32516
7.81,5.438,-45.5,32529
7.8,5.435,-45.5,32533
7.8,5.415,-45.5,32538
7.79,5.43,-45.6,32545
7.78,5.436,-45.6,32541
7.77,5.415,-45.6,32551
7.77,5.393,-45.6,32565
7.76,5.389,-45.7,32575
7.75,5.389,-45.7,32578
7.75,5.389,-45.7,32581
7.74,5.389,-45.7,32584
7.74,5.388,-45.7,32593
7.73,5.403,-45.7,32595
7.72,5.428,-45.6,32589
7.72,5.428,-45.6,32605
7.71,5.4,-45.6,32610
7.71,5.392,-45.5,32613
7.7,5.413,-45.5,32619
7.7,5.424,-45.5,32618
7.69,5.445,-45.5,32614
7.68,5.472,-45.4,32638
7.68,5.471,-45.4,32639
7.67,5.461,-45.4,32645
7.66,5.461,-45.4,32657
7.66,5.461,-45.4,32662
7.65,5.462,-45.4,32660
7.64,5.442,-45.4,32670
7.64,5.409,-45.4,32676
7.63,5.349,-45.4,32680
7.62,5.295,-45.4,32690
7.62,5.295,-45.4,32689
7.61,5.296,-45.3,32707
7.6,5.296,-45.3,32693
7.6,5.319,-45.3,32709
7.59,5.345,-45.3,32722
7.58,5.345,-45.3,32713
7.58,5.348,-45.3,32714
7.57,5.352,-45.3,32737
7.56,5.353,-45.3,32751
7.55,5.354,-45.3,32749
7.55,5.354,-45.3,32754
7.54,5.352,-45.3,32763
7.53,5.34,-45.3,32767
7.53,5.311,-45.3,32774
7.52,5.279,-45.3,32766
7.52,5.276,-45.4,32777
7.51,5.276,-45.4,32792
7.51,5.276,-45.4,32790
7.5,5.267,-45.3,32786
7.49,5.244,-45.3,32799
7.48,5.244,-45.3,32812
7.48,5.244,-45.3,32815
7.47,5.244,-45.3,32826
7.46,5.252,-45.3,32830
7.46,5.283,-45.2,32839
7.45,5.283,-45.2,32845
7.44,5.277,-45.2,32843
7.44,5.257,-45.2,32848
7.43,5.296,-45.1,32853
7.43,5.296,-45.1,32859
7.42,5.297,-45.1,32865
7.42,5.297,-45.1,32870
7.41,5.297,-45,32876
7.4,5.297,-45,32882
7.4,5.297,-44.9,32887
7.39,5.297,-44.9,32893
7.38,5.297,-44.9,32902
7.38,5.298,-44.8,32910
7.37,5.296,-44.8,32905
7.37,5.254,-44.7,32912
7.36,5.247,-44.7,32918
7.35,5.164,-44.6,32925
7.35,5.164,-44.6,32934
7.34,5.164,-44.6,32944
7.33,5.155,-44.5,32950
7.32,5.154,-44.5,32954
7.32,5.154,-44.5,32954
7.31,5.153,-44.5,32970
7.3,5.153,-44.5,32975
7.3,5.153,-44.6,32980
7.29,5.153,-44.6,32984
7.29,5.153,-44.6,32989
7.28,5.153,-44.6,32994
7.27,5.153,-44.6,32999
7.27,5.154,-44.7,32996
7.26,5.14,-44.7,33021
7.25,5.138,-44.7,33015
7.25,5.138,-44.7,33023
7.24,5.119,-44.7,33027
7.23,5.121,-44.7,33037
7.23,5.115,-44.7,33044
7.22,5.092,-44.7,33049
7.21,5.086,-44.7,33060
7.21,5.086,-44.7,33067
7.2,5.076,-44.7,33058
7.2,5.073,-44.7,33067
7.19,5.068,-44.7,33074
7.19,5.053,-44.7,33078
7.18,5.045,-44.6,33082
7.18,5.041,-44.6,33086
7.17,5.039,-44.6,33093
7.17,5.014,-44.6,33100
7.16,5.003,-44.6,33102
7.15,4.996,-44.6,33122
7.15,4.993,-44.5,33124
7.14,4.993,-44.5,33113
7.13,4.977,-44.5,33129
7.13,4.968,-44.5,33139
7.12,4.968,-44.5,33140
7.11,4.983,-44.4,33153
7.11,4.992,-44.4,33162
7.1,4.978,-44.4,33158
7.1,4.98,-44.3,33159
7.1,4.992,-44.3,33167
7.09,4.992,-44.3,33170
7.09,4.992,-44.3,33173
7.08,4.968,-44.3,33180
7.08,4.948,-44.3,33177
7.07,4.943,-44.3,33182
7.06,4.942,-44.3,33193
7.06,4.974,-44.3,33216
7.05,5.006,-44.3,33202
7.05,4.98,-44.3,33206
7.04,4.949,-44.4,33222
7.03,4.945,-44.4,33227
7.03,4.941,-44.4,33233
7.02,4.941,-44.4,33239
7.01,4.941,-44.5,33245
7.01,4.941,-44.5,33250
7,4.941,-44.5,33256
7,4.941,-44.5,33262
6.99,4.941,-44.5,33267
6.99,4.942,-44.5,33264
6.98,4.942,-44.5,33264
6.98,4.942,-44.5,33273
6.97,4.922,-44.5,33284
6.97,4.873,-44.4,33283
6.96,4.873,-44.4,33292
6.96,4.874,-44.5,33305
6.95,4.868,-44.5,33302
6.94,4.851,-44.5,33316
6.94,4.855,-44.5,33315
6.93,4.878,-44.6,33316
6.93,4.891,-44.6,33326
6.92,4.891,-44.7,33335
6.91,4.888,-44.7,33338
6.91,4.867,-44.8,33342
6.9,4.824,-44.8,33353
6.89,4.793,-44.9,33360
6.89,4.791,-44.9,33372
6.88,4.792,-44.9,33375
6.88,4.792,-45,33370
6.87,4.792,-45,33370
6.87,4.794,-45,33380
6.86,4.792,-45.1,33389
6.85,4.792,-45.1,33410
6.85,4.792,-45.1,33405
6.84,4.792,-45.1,33413
6.83,4.791,-45.1,33417
6.83,4.754,-45.2,33423
6.82,4.719,-45.2,33428
6.82,4.719,-45.2,33429
6.81,4.708,-45.2,33442
6.81,4.705,-45.2,33439
6.8,4.704,-45.2,33443
6.8,4.707,-45.2,33460
6.79,4.718,-45.2,33467
6.78,4.709,-45.2,33467
6.78,4.708,-45.2,33470
6.77,4.708,-45.1,33474
6.77,4.673,-45.1,33485
6.76,4.663,-45,33477
6.76,4.662,-44.9,33487
6.75,4.662,-44.9,33488
6.75,4.641,-44.8,33505
6.74,4.637,-44.7,33514
6.74,4.623,-44.6,33523
6.73,4.608,-44.6,33520
6.73,4.596,-44.5,33525
6.72,4.594,-44.5,33527
6.72,4.594,-44.4,33522
6.71,4.594,-44.3,33542
6.71,4.594,-44.3,33548
6.7,4.595,-44.2,33541
6.7,4.595,-44.2,33553
6.69,4.627,-44.2,33560
6.69,4.644,-44.1,33564
6.68,4.681,-44.1,33567
6.68,4.7,-44,33572
6.67,4.701,-44,33563
6.67,4.72,-44,33577
6.66,4.729,-43.9,33586
6.65,4.73,-43.9,33604
6.65,4.73,-43.9,33605
6.64,4.73,-43.8,33612
6.63,4.695,-43.8,33612
6.63,4.669,-43.8,33615
6.62,4.662,-43.8,33628
6.61,4.656,-43.8,33641
6.61,4.633,-43.8,33644
6.6,4.615,-43.8,33650
6.6,4.613,-43.9,33656
6.59,4.593,-43.9,33661
6.59,4.566,-43.9,33660
6.58,4.557,-43.9,33666
6.57,4.555,-43.9,33682
6.57,4.553,-43.9,33689
6.56,4.542,-43.8,33691
6.56,4.528,-43.8,33687
6.55,4.525,-43.8,33693
6.55,4.519,-43.7,33705
6.55,4.509,-43.7,33711
6.54,4.509,-43.6,33713
6.54,4.515,-43.6,33715
6.53,4.512,-43.5,33717
6.53,4.509,-43.5,33718
6.52,4.506,-43.4,33720
6.52,4.503,-43.3,33720
6.51,4.507,-43.2,33753
6.5,4.512,-43.2,33759
6.49,4.496,-43.1,33751
6.48,4.496,-43,33780
6.48,4.507,-42.9,33794
6.47,4.485,-42.8,33796
6.47,4.483,-42.7,33770
6.46,4.483,-42.7,33788
6.46,4.478,-42.6,33780
6.45,4.466,-42.5,33807
6.45,4.459,-42.4,33807
6.44,4.433,-42.3,33806
6.44,4.415,-42.3,33828
6.43,4.409,-42.2,33829
6.42,4.398,-42.1,33833
6.42,4.398,-42,33838
6.41,4.398,-42,33842
6.41,4.398,-41.9,33847
6.4,4.398,-41.9,33851
6.4,4.398,-41.8,33856
6.39,4.398,-41.7,33860
6.39,4.399,-41.7,33875
6.38,4.399,-41.6,33878
6.38,4.399,-41.6,33876
6.37,4.4,-41.5,33883
6.37,4.406,-41.5,33893
6.36,4.406,-41.5,33908
6.35,4.407,-41.4,33907
6.35,4.407,-41.4,33909
6.34,4.403,-41.4,33906
6.34,4.284,-41.4,33931
6.33,4.283,-41.4,33936
6.32,4.272,-41.4,33935
6.32,4.264,-41.4,33942
6.31,4.234,-41.4,33961
6.31,4.231,-41.4,33955
6.3,4.216,-41.4,33960
6.3,4.213,-41.4,33965
6.29,4.212,-41.3,33971
6.29,4.212,-41.3,33976
6.28,4.211,-41.3,33981
6.28,4.21,-41.3,33987
6.27,4.21,-41.3,33992
6.27,4.209,-41.3,33998
6.26,4.208,-41.3,34003
6.26,4.207,-41.3,34008
6.25,4.207,-41.2,34014
6.25,4.206,-41.2,34019
6.24,4.205,-41.2,34025
6.24,4.204,-41.2,34030
6.23,4.204,-41.2,34036
6.23,4.203,-41.2,34041
6.22,4.202,-41.1,34046
6.22,4.202,-41.1,34052
6.22,4.201,-41.1,34057
6.21,4.2,-41.1,34063
6.21,4.199,-41.1,34068
6.2,4.199,-41.1,34074
6.2,4.198,-41.1,34066
6.19,4.197,-41.1,34074
6.19,4.191,-41.1,34089
6.18,4.128,-41.1,34092
6.18,4.09,-41.1,34092
6.17,4.075,-41.1,34106
6.17,4.069,-41.1,34110
6.16,4.069,-41.1,34118
6.15,4.067,-41.1,34123
6.15,4.066,-41.1,34128
6.14,4.066,-41.2,34146
6.14,4.059,-41.2,34137
6.13,4.051,-41.2,34152
6.13,4.049,-41.3,34153
6.12,4.046,-41.3,34164
6.12,4.026,-41.3,34156
6.11,4.003,-41.3,34160
6.11,3.996,-41.3,34170
6.11,3.994,-41.4,34187
6.1,3.991,-41.4,34186
6.1,3.988,-41.4,34186
6.09,3.985,-41.4,34186
6.08,3.982,-41.4,34186
6.08,3.979,-41.4,34202
6.07,3.973,-41.4,34218
6.07,3.966,-41.4,34237
6.06,3.965,-41.4,34236
6.05,3.965,-41.4,34250
6.05,3.948,-41.3,34231
6.05,3.91,-41.3,34231
6.04,3.893,-41.3,34249
6.04,3.885,-41.3,34258
6.03,3.885,-41.3,34258
6.03,3.885,-41.2,34268
6.02,3.884,-41.2,34272
6.01,3.884,-41.2,34283
6.01,3.884,-41.2,34283
6,3.885,-41.2,34289
6,3.88,-41.2,34295
5.99,3.865,-41.2,34304
5.98,3.859,-41.2,34310
5.98,3.857,-41.2,34323
5.97,3.853,-41.2,34333
5.96,3.847,-41.3,34336
5.96,3.813,-41.3,34341
5.95,3.78,-41.3,34360
5.95,3.768,-41.3,34351
5.94,3.761,-41.3,34361
5.94,3.746,-41.3,34362
5.93,3.745,-41.3,34372
5.93,3.745,-41.3,34379
5.92,3.745,-41.3,34383
5.92,3.743,-41.3,34384
5.92,3.733,-41.3,34401
5.91,3.732,-41.3,34381
5.91,3.731,-41.2,34395
5.9,3.736,-41.2,34413
5.9,3.816,-41.2,34415
5.89,3.822,-41.2,34422
5.89,3.813,-41.2,34421
5.88,3.731,-41.1,34434
5.88,3.732,-41.1,34427
5.87,3.744,-41.1,34448
5.87,3.744,-41,34452
5.86,3.772,-41,34470
5.86,3.76,-40.9,34451
5.86,3.746,-40.9,34452
5.85,3.742,-40.8,34457
5.85,3.738,-40.7,34467
5.84,3.738,-40.7,34482
5.84,3.738,-40.6,34476
5.83,3.738,-40.5,34493
5.83,3.709,-40.5,34488
5.82,3.697,-40.4,34496
5.81,3.696,-40.4,34518
5.81,3.696,-40.3,34521
5.8,3.696,-40.3,34525
5.8,3.696,-40.2,34529
5.8,3.696,-40.2,34525
5.79,3.704,-40.1,34529
5.79,3.707,-40.1,34541
5.78,3.723,-40,34540
5.78,3.727,-40,34551
5.78,3.757,-40,34564
5.77,3.765,-39.9,34564
5.77,3.765,-39.9,34552
5.76,3.765,-39.9,34560
5.76,3.743,-39.9,34580
5.75,3.735,-39.9,34584
5.75,3.722,-39.9,34582
5.75,3.716,-39.9,34588
5.74,3.716,-39.9,34594
5.74,3.716,-39.9,34600
5.73,3.715,-39.9,34607
5.73,3.715,-39.9,34613
5.72,3.715,-39.9,34619
5.71,3.714,-39.9,34625
5.71,3.714,-40,34631
5.7,3.714,-40,34650
5.7,3.71,-40,34656
5.69,3.705,-40,34659
5.69,3.702,-40,34662
5.68,3.7,-40,34665
5.68,3.699,-40,34668
5.68,3.697,-39.9,34671
5.67,3.696,-39.9,34674
5.67,3.694,-39.9,34677
5.67,3.692,-39.9,34683
5.66,3.67,-39.8,34696
5.66,3.638,-39.8,34697
5.65,3.631,-39.8,34702
5.65,3.625,-39.7,34700
5.64,3.624,-39.7,34709
5.64,3.623,-39.7,34733
5.63,3.621,-39.7,34725
5.63,3.619,-39.7,34725
5.62,3.615,-39.6,34747
5.61,3.612,-39.6,34753
5.61,3.604,-39.6,34753
5.6,3.592,-39.6,34760
5.6,3.575,-39.6,34767
5.59,3.574,-39.6,34773
5.59,3.573,-39.6,34780
5.58,3.572,-39.6,34787
5.58,3.572,-39.6,34793
5.57,3.571,-39.6,34800
5.57,3.57,-39.6,34807
5.57,3.565,-39.6,34802
5.56,3.552,-39.6,34809
5.56,3.552,-39.5,34814
5.55,3.552,-39.5,34825
5.55,3.551,-39.5,34826
5.55,3.548,-39.5,34821
5.54,3.548,-39.5,34829
5.54,3.547,-39.5,34849
5.53,3.537,-39.4,34862
5.53,3.518,-39.4,34864
5.52,3.518,-39.4,34859
5.52,3.518,-39.4,34867
5.51,3.518,-39.4,34864
5.51,3.518,-39.4,34876
5.5,3.52,-39.4,34888
5.5,3.529,-39.5,34886
5.49,3.543,-39.5,34898
5.49,3.55,-39.5,34907
5.48,3.554,-39.5,34906
5.48,3.555,-39.5,34914
5.48,3.555,-39.5,34908
5.47,3.554,-39.6,34931
5.47,3.528,-39.6,34935
5.46,3.521,-39.6,34939
5.46,3.515,-39.6,34943
5.45,3.508,-39.6,34948
5.45,3.502,-39.6,34952
5.44,3.495,-39.5,34956
5.44,3.489,-39.5,34961
5.44,3.483,-39.5,34965
5.43,3.476,-39.4,34983
5.43,3.475,-39.4,34995
5.42,3.475,-39.4,34984
5.42,3.475,-39.3,34983
5.42,3.475,-39.3,34997
5.41,3.475,-39.2,34998
5.41,3.486,-39.2,35000
5.4,3.488,-39.1,35010
5.4,3.488,-39.1,35007
5.4,3.488,-39.1,35019
5.39,3.488,-39,35026
5.39,3.488,-39,35046
5.38,3.488,-39,35043
5.38,3.467,-39,35024
5.38,3.461,-39,35031
5.37,3.459,-39,35051
5.37,3.457,-39,35056
5.36,3.46,-39,35067
5.36,3.461,-39.1,35073
5.35,3.463,-39.1,35080
5.34,3.464,-39.1,35086
5.34,3.466,-39.1,35092
5.33,3.468,-39.2,35098
5.33,3.47,-39.2,35104
5.32,3.471,-39.2,35111
5.32,3.473,-39.3,35117
5.32,3.475,-39.3,35130
5.31,3.475,-39.3,35139
5.31,3.475,-39.3,35135
5.31,3.475,-39.3,35132
5.3,3.476,-39.3,35122
5.3,3.469,-39.3,35129
5.3,3.463,-39.3,35145
5.29,3.464,-39.3,35149
5.29,3.462,-39.3,35161
5.28,3.433,-39.3,35169
5.28,3.405,-39.3,35188
5.27,3.403,-39.3,35175
5.27,3.403,-39.4,35174
5.27,3.403,-39.4,35190
5.26,3.403,-39.4,35192
5.26,3.394,-39.4,35201
5.26,3.385,-39.4,35198
5.25,3.385,-39.4,35203
5.25,3.385,-39.4,35207
5.24,3.385,-39.4,35211
5.24,3.385,-39.5,35215
5.23,3.385,-39.5,35230
5.23,3.385,-39.5,35244
5.23,3.385,-39.5,35245
5.22,3.385,-39.4,35245
5.22,3.385,-39.4,35245
5.22,3.385,-39.4,35245
5.21,3.386,-39.4,35252
5.21,3.385,-39.4,35259
5.2,3.385,-39.4,35266
5.2,3.384,-39.4,35273
5.19,3.383,-39.4,35280
5.19,3.383,-39.3,35287
5.19,3.382,-39.3,35294
5.18,3.381,-39.3,35301
5.18,3.38,-39.3,35308
5.17,3.38,-39.3,35314
5.17,3.379,-39.3,35321
5.17,3.376,-39.2,35306
5.17,3.361,-39.2,35312
5.17,3.345,-39.2,35314
5.16,3.345,-39.1,35317
5.16,3.345,-39.1,35320
5.16,3.345,-39.1,35324
5.15,3.344,-39,35333
5.15,3.344,-39,35343
5.14,3.345,-38.9,35351
5.14,3.345,-38.8,35342
5.14,3.343,-38.8,35370
5.13,3.329,-38.7,35362
5.13,3.327,-38.6,35368
5.13,3.326,-38.6,35375
5.12,3.324,-38.5,35371
5.12,3.316,-38.4,35373
5.11,3.298,-38.4,35391
5.11,3.298,-38.3,35392
5.11,3.298,-38.2,35405
5.1,3.298,-38.2,35403
5.1,3.302,-38.1,35393
5.1,3.305,-38.1,35403
5.09,3.306,-38.1,35423
5.09,3.312,-38,35435
5.09,3.307,-38,35420
5.08,3.309,-38,35419
5.08,3.31,-38,35434
5.08,3.31,-38,35438
5.07,3.31,-38,35442
5.07,3.31,-38,35447
5.06,3.31,-38,35451
5.06,3.31,-38,35456
5.05,3.31,-37.9,35469
5.05,3.278,-37.9,35483
5.04,3.258,-37.9,35503
5.04,3.244,-37.9,35497
5.04,3.236,-37.9,35491
5.03,3.23,-37.9,35494
5.03,3.229,-37.8,35500
5.03,3.228,-37.8,35497
5.03,3.196,-37.8,35500
5.02,3.187,-37.7,35523
5.02,3.187,-37.7,35510
5.02,3.187,-37.6,35515
5.01,3.195,-37.6,35528
5.01,3.198,-37.6,35528
5,3.198,-37.5,35537
5,3.198,-37.5,35540
5,3.21,-37.4,35547
4.99,3.215,-37.4,35547
4.99,3.205,-37.3,35570
4.98,3.199,-37.3,35566
4.98,3.192,-37.2,35578
4.98,3.187,-37.2,35574
4.97,3.195,-37.1,35576
4.97,3.21,-37.1,35582
4.97,3.19,-37,35599
4.96,3.169,-37,35607
4.96,3.169,-37,35597
4.96,3.171,-36.9,35589
4.95,3.169,-36.9,35607
4.95,3.179,-36.8,35615
4.95,3.178,-36.8,35627
4.95,3.159,-36.7,35615
4.94,3.15,-36.7,35612
4.94,3.158,-36.7,35610
4.93,3.178,-36.7,35634
4.93,3.19,-36.6,35655
4.93,3.191,-36.6,35650
4.92,3.191,-36.6,35653
4.92,3.183,-36.5,35652
4.92,3.171,-36.5,35652
4.91,3.171,-36.4,35659
4.91,3.169,-36.4,35666
4.91,3.159,-36.3,35673
4.9,3.15,-36.3,35680
4.9,3.141,-36.2,35687
4.9,3.132,-36.2,35694
4.89,3.123,-36.1,35701
4.89,3.114,-36,35695
4.89,3.106,-36,35695
4.88,3.101,-35.9,35701
4.88,3.096,-35.8,35700
4.88,3.094,-35.7,35734
4.87,3.094,-35.6,35734
4.87,3.094,-35.6,35723
4.87,3.095,-35.5,35731
4.86,3.096,-35.5,35733
4.86,3.097,-35.4,35732
4.86,3.098,-35.4,35731
4.85,3.1,-35.4,35750
4.85,3.103,-35.4,35761
4.85,3.117,-35.4,35761
4.84,3.12,-35.4,35770
4.84,3.13,-35.4,35757
4.84,3.118,-35.4,35763
4.83,3.116,-35.4,35771
4.83,3.101,-35.5,35783
4.82,3.098,-35.5,35815
4.82,3.1,-35.5,35828
4.82,3.119,-35.6,35809
4.82,3.133,-35.6,35788
4.82,3.133,-35.6,35789
4.81,3.098,-35.7,35782
4.81,3.085,-35.7,35796
4.81,3.085,-35.7,35812
4.8,3.086,-35.8,35834
4.8,3.116,-35.8,35818
4.79,3.12,-35.8,35838
4.79,3.12,-35.9,35858
4.78,3.121,-35.9,35868
4.78,3.091,-35.9,35862
4.78,3.075,-35.9,35856
4.77,3.061,-36,35860
4.77,3.057,-36,35861
4.77,3.056,-36,35877
4.76,3.056,-36,35880
4.76,3.04,-36,35880
4.76,3.032,-36,35890
4.75,3.013,-36,35893
4.75,3.011,-36,35882
4.75,3.011,-36,35897
4.74,3.011,-36,35903
4.74,3.005,-36,35930
4.73,3.003,-36,35942
4.73,3.001,-36,35920
4.72,3.001,-36,35916
4.72,2.98,-36,35949
4.72,2.972,-35.9,35953
